Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
HINDI LITERATURE,,NEW,HINDI LITERATURE,NAMAK KA DAROGA,NA,NA,SHELF 10,NA,NA,2013,32,1,9788174830982.00,NA,30,0,15-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,SABSE BARA TEERTH,NA,NA,SHELF 10,NA,NA,2013,24,1,9788174830975.00,NA,30,0,16-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,PANCHA PARAMESHWAR,NA,NA,SHELF 10,NA,NA,2013,32,1,9789380300108.00,NA,30,0,17-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,MANDIR,NA,NA,SHELF 10,NA,NA,2013,24,1,9789380300115.00,NA,30,0,18-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,ID KA TYOHAR,NA,NA,SHELF 10,NA,NA,2011,24,1,9789380300092.00,NA,25,0,19-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,KUTTE KI KAHANI,NA,NA,SHELF 10,NA,NA,2013,31,1,9789380717135.00,NA,30,0,20-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,JANGAL KI KAHANI,NA,NA,SHELF 10,NA,NA,2011,30,1,9788190801713.00,NA,25,0,21-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,RAM KATHA,NA,NA,SHELF 10,NA,NA,2013,30,1,9789380717104.00,NA,30,0,22-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,GULLI DANDA,NA,NA,SHELF 10,NA,NA,2012,32,1,9788190801706.00,NA,30,0,23-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,BOODHI KAKI,NA,NA,SHELF 10,NA,NA,2013,39,1,9788190801782.00,NA,30,0,24-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,SATRANJ KE KHILADI,NA,NA,SHELF 10,NA,NA,2011,32,1,9788190801799.00,NA,25,0,25-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,RANI SARANDHA,NA,NA,SHELF 10,NA,NA,2013,32,1,9788190801737.00,NA,40,0,26-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,BADE GHAR KI BETI,NA,NA,SHELF 10,NA,NA,2013,32,1,9789380717012.00,NA,40,0,27-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,MAA KI MAMTA,NA,NA,SHELF 10,NA,NA,2013,30,1,9788190801720.00,NA,40,0,28-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,RAMLEELA,NA,NA,SHELF 10,NA,NA,2013,31,1,9789380717128.00,NA,40,0,29-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,PARIKSHA,NA,NA,SHELF 10,NA,NA,2012,31,1,9788190801751.00,NA,30,0,30-06-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,SUJAN BHAGAT,NA,NA,SHELF 10,NA,NA,2011,32,1,9788190801768.00,NA,25,0,01-07-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,VIVEKANAND,NA,NA,SHELF 10,NA,NA,2013,268,1,9788170284284.00,NA,175,0,02-07-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,BUJHO TO JANU,NA,NA,SHELF 10,NA,NA,2007,128,1,3981839304255.00,NA,40,0,03-07-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,NAXALI SAMASYA KARAN & NIDHAN,NA,NA,SHELF 10,NA,NA,2011,55,1,0.00,NA,49,0,04-07-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,MULLA NASIRUDDIN,NA,NA,SHELF 10,NA,NA,2012,192,1,9788122313482.00,NA,100,0,05-07-1963
HINDI LITERATURE,,NEW,HINDI LITERATURE,UPANISHADO KI KATHAYE,NA,NA,SHELF 10,NA,NA,2012,191,1,9788122313680.00,NA,100,0,06-07-1963
